loss,val_loss
0.016811052337288857,0.004487740807235241
0.0012012245133519173,0.0017524714348837733
0.0010006463853642344,0.0016726532485336065
0.000982718775048852,0.001477227546274662
0.000993135035969317,0.0014604820171371102
0.0008675248245708644,0.001331319217570126
0.0008262520423159003,0.001426340313628316
0.0008399439975619316,0.0015328824520111084
0.0007454153383150697,0.0013827468501403928
0.0007577055366709828,0.001703586196526885
0.0007205615402199328,0.0020501224789768457
0.000677427917253226,0.001124044181779027
0.0006292500183917582,0.0010503747034817934
0.0006483222241513431,0.0013324579922482371
0.0006980955367907882,0.0010546763660386205
0.0006420349236577749,0.002787037519738078
0.0006219967035576701,0.0013961434597149491
0.0005669022211804986,0.001056227833032608
0.0005261650658212602,0.0008334009908139706
0.0005169626674614847,0.0007835921132937074
0.0005441931425593793,0.0008512870408594608
0.0005233217380009592,0.0007410082616843283
0.0005267851520329714,0.0009973515989258885
0.0005603504250757396,0.0016514055896550417
0.0005374305183067918,0.0010424136416986585
0.0004875902959611267,0.0010977739002555609
0.00046146614477038383,0.001368309953249991
0.00047197515959851444,0.0009789380710572004
0.00044595537474378943,0.0006353789358399808
0.000517236185260117,0.0009010004578158259
0.00043182718218304217,0.0008899832610040903
0.0005371851730160415,0.0013454265426844358
0.0004381145117804408,0.0006085903150960803
0.00040202279342338443,0.0011251821415498853
0.000404026941396296,0.0006431455840356648
0.0004538599750958383,0.0007353437249548733
0.000386511703254655,0.0005568573251366615
0.0004061965737491846,0.000559526146389544
0.0004368277732282877,0.0024998458102345467
0.00040860308217816055,0.0005391675513237715
0.00036660165642388165,0.000623495492618531
0.00036614443524740636,0.0006756387301720679
0.00034001044696196914,0.0007837218581698835
0.0003622385556809604,0.0005571957444772124
0.0003685628471430391,0.0012816786766052246
0.0003698076761793345,0.0006267991266213357
0.000378963362891227,0.0004882436478510499
0.0003514399577397853,0.0025017568841576576
0.00034824549220502377,0.0005170312942937016
0.00030899400007911026,0.0007642778800800443
0.00032704451587051153,0.001139339292421937
0.0003273585462011397,0.0006753838388249278
0.0003820154524873942,0.0006969708483666182
0.00033569775405339897,0.0005104130250401795
0.00030404829885810614,0.0007786242640577257
0.00029786291997879744,0.0010883677750825882
0.0002983037265948951,0.0004712519294116646
0.00028985581593587995,0.0005582750891335309
0.0003119128232356161,0.0005316257593221962
0.00031772878719493747,0.0008135538664646447
0.0002972145739477128,0.0005417889333330095
0.0003275820636190474,0.0005564736784435809
0.0002605076879262924,0.000990168540738523
0.00028885906795039773,0.0007055441383272409
0.0003420384309720248,0.0004776625719387084
0.00031366568873636425,0.0004893214791081846
0.0002925976295955479,0.00048546228208579123
